Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
2016930000446,342602,732848,-2.933598,56.484276,Tayside,Slight,2,2,05/07/2016,Tuesday,12:10,Dundee City,Dundee City,C,211,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000447,341059,731462,-2.958335,56.471635,Tayside,Slight,2,1,06/07/2016,Wednesday,14:30,Dundee City,Dundee City,C,211,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000449,339910,731276,-2.97694,56.469819,Tayside,Slight,1,1,11/07/2016,Monday,18:10,Dundee City,Dundee City,C,215,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000453,342846,734064,-2.929904,56.495229,Tayside,Serious,2,1,15/07/2016,Friday,15:55,Dundee City,Dundee City,C,239,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2016930000471,338780,730897,-2.99519,56.466269,Tayside,Slight,2,4,30/07/2016,Saturday,15:37,Dundee City,Dundee City,C,233,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000474,345191,732035,-2.891393,56.477282,Tayside,Serious,2,4,26/07/2016,Tuesday,20:55,Dundee City,Dundee City,A,92,Dual carriageway,40,More than 4 arms (not roundabout),Auto traffic signal,B,978,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Raining no high winds,Dry,None,None,Urban,Yes,
2016930000478,340574,730569,-2.966003,56.463553,Tayside,Slight,2,1,03/05/2016,Tuesday,16:50,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000479,338905,733217,-2.993706,56.487125,Tayside,Slight,2,3,28/07/2016,Thursday,19:45,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000481,341095,731203,-2.957692,56.469313,Tayside,Serious,2,1,29/07/2016,Friday,22:50,Dundee City,Dundee City,A,929,Single carriageway,30,T or staggered junction,Auto traffic signal,A,929,None within 50 metres ,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000482,335421,730540,-3.049608,56.462613,Tayside,Slight,2,1,01/08/2016,Monday,07:57,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Other junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000484,344687,733279,-2.899839,56.488398,Tayside,Slight,2,1,05/08/2016,Friday,16:00,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,316,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,
2016930000488,341634,734033,-2.94958,56.494802,Tayside,Serious,2,3,10/08/2016,Wednesday,13:30,Dundee City,Dundee City,A,90,Roundabout,40,Roundabout,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Rural,Yes,
2016930000490,336743,730573,-3.028166,56.463089,Tayside,Slight,2,1,09/08/2016,Tuesday,07:20,Dundee City,Dundee City,C,205,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000491,339545,732192,-2.983076,56.478001,Tayside,Slight,2,1,13/08/2016,Saturday,08:30,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,244,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000501,341731,733667,-2.947922,56.491526,Tayside,Serious,1,1,25/07/2016,Monday,15:40,Dundee City,Dundee City,C,248,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2016930000504,335360,732704,-3.051134,56.482043,Tayside,Slight,2,1,10/08/2016,Wednesday,17:55,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Rural,Yes,
2016930000507,340471,730619,-2.967686,56.463989,Tayside,Slight,1,1,17/08/2016,Wednesday,13:15,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,
2016930000509,341069,731472,-2.958175,56.471726,Tayside,Serious,1,1,09/08/2016,Tuesday,14:30,Dundee City,Dundee City,C,211,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000510,342898,731351,-2.928464,56.470865,Tayside,Slight,2,1,18/08/2016,Thursday,17:50,Dundee City,Dundee City,A,92,Single carriageway,30,Roundabout,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000513,336115,731884,-3.038677,56.474781,Tayside,Serious,1,1,24/08/2016,Wednesday,18:50,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000514,342236,731077,-2.939147,56.468323,Tayside,Slight,2,1,23/08/2016,Tuesday,15:55,Dundee City,Dundee City,A,92,Dual carriageway,40,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000516,340921,731346,-2.960549,56.470576,Tayside,Slight,1,1,06/08/2016,Saturday,21:00,Dundee City,Dundee City,C,211,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000518,339589,730428,-2.981953,56.462161,Tayside,Slight,3,1,12/08/2016,Friday,11:30,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000519,343550,733660,-2.918383,56.491685,Tayside,Slight,1,1,18/08/2016,Thursday,22:25,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,239,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000520,338522,731815,-2.999593,56.474482,Tayside,Slight,2,1,26/08/2016,Friday,14:20,Dundee City,Dundee City,C,222,Single carriageway,30,Crossroads,Give way or uncontrolled,C,233,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000527,336754,731876,-3.028303,56.474795,Tayside,Slight,2,1,10/03/2016,Thursday,09:00,Dundee City,Dundee City,C,243,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,
2016930000532,340448,732124,-2.968403,56.477505,Tayside,Slight,1,1,02/08/2016,Tuesday,14:00,Dundee City,Dundee City,C,244,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Raining no high winds,Wet or damp,None,None,Urban,No,
2016930000533,340309,730525,-2.970293,56.463124,Tayside,Slight,2,1,04/09/2016,Sunday,00:30,Dundee City,Dundee City,C,204,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2016930000534,343273,731972,-2.922513,56.476489,Tayside,Slight,1,1,07/09/2016,Wednesday,12:20,Dundee City,Dundee City,B,961,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000536,339913,730451,-2.976701,56.462409,Tayside,Slight,2,1,06/09/2016,Tuesday,18:30,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000546,337023,731549,-3.023858,56.471894,Tayside,Slight,2,1,21/09/2016,Wednesday,07:40,Dundee City,Dundee City,C,217,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000547,345903,731097,-2.879641,56.468938,Tayside,Slight,1,1,22/09/2016,Thursday,10:45,Dundee City,Dundee City,A,930,Single carriageway,30,Crossroads,Stop sign,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000548,338533,729370,-2.998838,56.45252,Tayside,Slight,3,1,25/09/2016,Sunday,15:00,Dundee City,Dundee City,A,85,Single carriageway,40,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000553,342758,731408,-2.930749,56.47136,Tayside,Slight,2,1,28/09/2016,Wednesday,15:10,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2016930000555,337060,730171,-3.022925,56.459521,Tayside,Slight,3,1,29/09/2016,Thursday,08:20,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2016930000566,335449,731785,-3.049462,56.473801,Tayside,Slight,2,1,17/08/2016,Wednesday,16:30,Dundee City,Dundee City,A,90,Dual carriageway,50,Crossroads,Auto traffic signal,Unclassified,0,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,No,
2016930000568,342771,732601,-2.9308,56.482078,Tayside,Slight,2,1,18/10/2016,Tuesday,07:50,Dundee City,Dundee City,C,236,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2016930000571,340672,730365,-2.964366,56.461732,Tayside,Slight,4,1,20/10/2016,Thursday,12:45,Dundee City,Dundee City,A,92,Dual carriageway,30,Crossroads,Auto traffic signal,Unclassified,0,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000573,340032,732773,-2.975305,56.483282,Tayside,Slight,2,1,19/10/2016,Wednesday,08:15,Dundee City,Dundee City,A,90,Roundabout,60,Roundabout,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000580,339970,729539,-2.975566,56.454224,Tayside,Serious,2,2,13/09/2016,Tuesday,22:00,Dundee City,Dundee City,A,85,Dual carriageway,40,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2016930000584,345303,732222,-2.889615,56.478975,Tayside,Serious,1,1,04/11/2016,Friday,11:20,Dundee City,Dundee City,B,978,Roundabout,30,Mini-roundabout,Give way or uncontrolled,Unclassified,0,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2016930000592,346500,730823,-2.869896,56.466545,Tayside,Slight,4,1,10/11/2016,Thursday,13:15,Dundee City,Dundee City,C,212,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000593,338677,730529,-2.996774,56.46295,Tayside,Serious,2,1,13/11/2016,Sunday,19:48,Dundee City,Dundee City,C,210,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2016930000594,344515,731828,-2.902322,56.475343,Tayside,Slight,2,2,16/11/2016,Wednesday,21:20,Dundee City,Dundee City,A,92,Single carriageway,40,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2016930000595,336318,731912,-3.035389,56.47506,Tayside,Slight,2,1,09/11/2016,Wednesday,12:20,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Other junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2016930000597,339899,731347,-2.977135,56.470456,Tayside,Slight,1,1,14/11/2016,Monday,21:00,Dundee City,Dundee City,C,215,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2016930000600,347558,732821,-2.853129,56.484613,Tayside,Slight,3,1,14/11/2016,Monday,14:30,Dundee City,Dundee City,A,92,Dual carriageway,40,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2016930000601,341055,731463,-2.9584,56.471644,Tayside,Slight,1,1,08/11/2016,Tuesday,19:30,Dundee City,Dundee City,C,211,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2016930000602,339031,730615,-2.991051,56.463768,Tayside,Slight,2,1,15/11/2016,Tuesday,16:20,Dundee City,Dundee City,A,923,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,212,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,No,
2016930000603,341540,733099,-2.950896,56.4864,Tayside,Slight,2,1,16/11/2016,Wednesday,12:55,Dundee City,Dundee City,A,90,Dual carriageway,40,Crossroads,Auto traffic signal,Unclassified,0,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2016930000604,338869,731840,-2.993967,56.474751,Tayside,Fatal,1,1,17/11/2016,Thursday,11:05,Dundee City,Dundee City,C,201,Single carriageway,30,Mini-roundabout,Give way or uncontrolled,C,222,None within 50 metres ,Central refuge,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2016930000611,339214,732844,-2.988601,56.483815,Tayside,Slight,2,1,22/11/2016,Tuesday,13:33,Dundee City,Dundee City,A,90,Dual carriageway,40,Roundabout,Give way or uncontrolled,B,960,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000613,345312,732241,-2.889473,56.479147,Tayside,Slight,2,3,19/10/2016,Wednesday,17:10,Dundee City,Dundee City,B,978,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,237,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000614,339474,732266,-2.984246,56.478656,Tayside,Serious,2,1,09/11/2016,Wednesday,08:25,Dundee City,Dundee City,B,960,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,
2016930000615,338496,734166,-3.000571,56.495597,Tayside,Slight,1,1,16/11/2016,Wednesday,15:55,Dundee City,Dundee City,B,960,Single carriageway,30,Crossroads,Give way or uncontrolled,C,218,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2016930000616,339718,730309,-2.979832,56.461108,Tayside,Slight,2,3,19/10/2016,Wednesday,20:45,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Crossroads,Stop sign,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000617,339995,732115,-2.975754,56.477367,Tayside,Slight,2,1,31/10/2016,Monday,17:40,Dundee City,Dundee City,C,209,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2016930000618,341841,732167,-2.945801,56.478066,Tayside,Slight,3,1,08/11/2016,Tuesday,19:00,Dundee City,Dundee City,C,211,Single carriageway,30,Crossroads,Give way or uncontrolled,C,244,None within 50 metres ,Central refuge,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2016930000623,339266,730011,-2.987097,56.458373,Tayside,Slight,1,1,24/11/2016,Thursday,22:30,Dundee City,Dundee City,C,253,Dual carriageway,30,T or staggered junction,Auto traffic signal,Unclassified,0,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2016930000624,337379,732690,-3.018355,56.482191,Tayside,Slight,2,3,29/11/2016,Tuesday,13:35,Dundee City,Dundee City,A,923,Single carriageway,30,Roundabout,Give way or uncontrolled,A,90,None within 50 metres ,Central refuge,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2016930000625,337763,731567,-3.011853,56.472154,Tayside,Slight,2,1,17/10/2016,Monday,12:35,Dundee City,Dundee City,A,923,Roundabout,30,Roundabout,Give way or uncontrolled,C,217,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000627,338701,730505,-2.996379,56.462737,Tayside,Slight,2,1,21/11/2016,Monday,10:45,Dundee City,Dundee City,C,210,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Frost or ice,None,None,Urban,Yes,
2016930000628,341493,732868,-2.951607,56.484319,Tayside,Slight,2,2,30/11/2016,Wednesday,18:10,Dundee City,Dundee City,A,90,Dual carriageway,40,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000631,339527,729360,-2.982711,56.452559,Tayside,Slight,2,2,05/12/2016,Monday,11:30,Dundee City,Dundee City,Unclassified,0,Single carriageway,40,Other junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000643,343631,732122,-2.916735,56.477879,Tayside,Slight,2,2,13/04/2016,Wednesday,17:40,Dundee City,Dundee City,C,200,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2016930000644,341100,731071,-2.957581,56.468128,Tayside,Slight,1,1,16/12/2016,Friday,19:05,Dundee City,Dundee City,C,0,Single carriageway,30,Crossroads,Auto traffic signal,A,929,None within 50 metres ,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2016930000646,338402,733812,-3.002013,56.492405,Tayside,Serious,1,1,21/12/2016,Wednesday,13:30,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
201693D000021,340933,730797,-2.960229,56.465646,Tayside,Slight,1,3,12/01/2016,Tuesday,21:20,Dundee City,Dundee City,C,241,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
201693D000023,342737,732612,-2.931354,56.482173,Tayside,Serious,2,1,06/01/2016,Wednesday,18:10,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,
201693D000024,338235,730295,-3.003891,56.46079,Tayside,Slight,2,1,11/01/2016,Monday,15:15,Dundee City,Dundee City,C,240,Single carriageway,30,Crossroads,Give way or uncontrolled,C,234,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
